,job_name,company,location,salary,skills_req,link
914,Tech Mahindra Pune Hiring Support Non Voice Associates,Tech Mahindra,Pune,"2,00,000 - 2,25,000 PA.","Email Support, Customer Support, Backend, Customer Service, Back Office, Customer Care, Backend Operations, Chat Support",https://www.naukri.com/job-listings-tech-mahindra-pune-hiring-support-non-voice-associates-tech-mahindra-ltd-pune-0-to-1-years-030322002606?src=jobsearchDesk&sid=16470889764821553&xp=20&px=46
915,International Voice Process Executive |Bangalore|,Fidelis Corporate Solutions Pvt Ltd,Bangalore/Bengaluru,"1,00,000 - 3,75,000 PA.","communication, B.sc, Bsc, BE, international voice process, inbound, team leading, Computer Science",https://www.naukri.com/job-listings-international-voice-process-executive-bangalore-fidelis-corporate-solutions-pvt-ltd-bangalore-bengaluru-0-to-3-years-030322001894?src=jobsearchDesk&sid=16470889952963187&xp=1&px=47
916,Medical Specialist - BHMS & MBBS,AXA Business,Bangalore/Bengaluru,"4,50,000 - 6,00,000 PA.","Insurance Claims, Claims Management, Medical advice, Medical Eligibility, Medical, Clinical Data Validation, medical expert, Health Insurance",https://www.naukri.com/job-listings-medical-specialist-bhms-mbbs-axa-business-services-pvt-ltd-bangalore-bengaluru-0-to-2-years-020322007765?src=jobsearchDesk&sid=16470889952963187&xp=2&px=47
917,All Graduates Hiring For Tech Support & Customer Care_Voice JOB,Tech Mahindra,Bhubaneswar,"1,50,000 - 2,25,000 PA.","BPO, Email Support, Customer Service, IT Recruitment, Staffing, Semi Voice, Chat Support, Voice Process",https://www.naukri.com/job-listings-all-graduates-hiring-for-tech-support-customer-care-voice-tech-mahindra-ltd-bhubaneswar-0-to-5-years-020322000080?src=jobsearchDesk&sid=16470889952963187&xp=3&px=47
918,Openings For Service Desk Management (SDM)- Bangalore,Trigent,Bangalore/Bengaluru,"2,25,000 - 3,75,000 PA.","Communication, Communication Skills, Customer Support, Service Desk, Technical Support, Voice Process",https://www.naukri.com/job-listings-openings-for-service-desk-management-sdm-bangalore-trigent-software-private-limited-bangalore-bengaluru-0-to-3-years-300122603562?src=jobsearchDesk&sid=16470889952963187&xp=4&px=47
919,Inside Sales Specialist || Simplilearn,Simplilearn,Bangalore/Bengaluru,Not disclosed,"Cold calling, B2C sales, Sales, Inside Sales, Outbound call, Business Development, Customer Acquisition",https://www.naukri.com/job-listings-inside-sales-specialist-simplilearn-simplilearn-solutions-private-limited-bangalore-bengaluru-0-to-3-years-280222604032?src=jobsearchDesk&sid=16470889952963187&xp=5&px=47
920,Commis - Indian,Marriott,Bangalore/Bengaluru,Not disclosed,"Training, commis, Management",https://www.naukri.com/job-listings-commis-indian-marriott-bangalore-bengaluru-0-to-2-years-280222500791?src=jobsearchDesk&sid=16470889952963187&xp=6&px=47
921,Food & Beverage Executive,Marriott,Bangalore/Bengaluru,Not disclosed,"Supervisor, Printing, Executive, Safety training, Inspection, Scheduling, Management, Cost",https://www.naukri.com/job-listings-food-beverage-executive-marriott-bangalore-bengaluru-0-to-3-years-280222500698?src=jobsearchDesk&sid=16470889952963187&xp=7&px=47
922,Food & Beverage Assistant,Marriott,Bangalore/Bengaluru,Not disclosed,"Supervisor, Printing, Safety training, Inspection, Management",https://www.naukri.com/job-listings-food-beverage-assistant-marriott-bangalore-bengaluru-0-to-3-years-280222500696?src=jobsearchDesk&sid=16470889952963187&xp=8&px=47
923,Executive Bartender,Marriott,Bangalore/Bengaluru,Not disclosed,"Supervisor, Printing, Executive, Safety training, Banking, Scheduling, Management, Counselling",https://www.naukri.com/job-listings-executive-bartender-marriott-bangalore-bengaluru-0-to-2-years-280222500689?src=jobsearchDesk&sid=16470889952963187&xp=9&px=47
924,BPO Voice Process,Allsec Technologies Limited,Bangalore/Bengaluru,"1,00,000 - 2,00,000 PA.","voice process, bpo voice, calling, BPO, voice, outbound",https://www.naukri.com/job-listings-bpo-voice-process-allsec-technologies-limited-bangalore-bengaluru-0-to-1-years-280222008306?src=jobsearchDesk&sid=16470889952963187&xp=10&px=47
925,F&B Associate,Marriott,Bangalore/Bengaluru,Not disclosed,"Hospitality, Safety training, F&B Associate, Management, LBS",https://www.naukri.com/job-listings-f-b-associate-marriott-bangalore-bengaluru-0-to-2-years-250222501634?src=jobsearchDesk&sid=16470889952963187&xp=11&px=47
926,Front Office Assistant,Marriott,Bangalore/Bengaluru,Not disclosed,"Housekeeping, Supervisor, Front office, Manager Quality Assurance, Accounting, Banking, Management, debit",https://www.naukri.com/job-listings-front-office-assistant-marriott-bangalore-bengaluru-0-to-2-years-250222501249?src=jobsearchDesk&sid=16470889952963187&xp=12&px=47
927,Commis - Tandoor,Marriott,Bangalore/Bengaluru,Not disclosed,"Trade, Cooking, Safety training, Cook, commis, Management, LBS, Testing",https://www.naukri.com/job-listings-commis-tandoor-marriott-bangalore-bengaluru-0-to-2-years-250222501235?src=jobsearchDesk&sid=16470889952963187&xp=13&px=47
928,Commis - Asian,Marriott,Bangalore/Bengaluru,Not disclosed,"Trade, Cooking, Safety training, Cook, commis, Management, LBS, Testing",https://www.naukri.com/job-listings-commis-asian-marriott-bangalore-bengaluru-0-to-2-years-250222501234?src=jobsearchDesk&sid=16470889952963187&xp=14&px=47
929,Openings For International Voice Process,Allsec Technologies Limited,"Bangalore/Bengaluru, Bangalore/Bengaluru","1,00,000 - 2,00,000 PA.","international bpo, bpo voice, international voice process, BPO, voice, calling",https://www.naukri.com/job-listings-openings-for-international-voice-process-allsec-technologies-limited-bangalore-bengaluru-bangalore-bengaluru-0-to-1-years-250222004116?src=jobsearchDesk&sid=16470889952963187&xp=15&px=47
930,Excellent Opportunity Customer Service Role at Pune - Camp Location,Matrimony.com,Pune(Camp),"1,00,000 - 2,75,000 PA.","BPO, customer service, voice, inbound, telemarketing, Backend, Customer Support, Inbound Calls",https://www.naukri.com/job-listings-excellent-opportunity-customer-service-role-at-pune-camp-location-matrimony-com-limited-pune-0-to-4-years-240222011685?src=jobsearchDesk&sid=16470889952963187&xp=16&px=47
931,Special Educator,Daisy Montessori School,Bangalore/Bengaluru,Not disclosed,Special Educator,https://www.naukri.com/job-listings-special-educator-daisy-montessori-school-bangalore-bengaluru-0-to-2-years-230821500976?src=jobsearchDesk&sid=16470889952963187&xp=17&px=47
932,Customer Support Analyst,Aspect,Bangalore/Bengaluru,Not disclosed,"Market analysis, Administration, customer support analyst, Market research, sales order processing, Customer service, Customer engagement, Order processing",https://www.naukri.com/job-listings-customer-support-analyst-aspect-bangalore-bengaluru-0-to-2-years-230222500397?src=jobsearchDesk&sid=16470889952963187&xp=18&px=47
933,Special Educator - CARE - ADD Study,St. JohnÃ¢Â?Â?s Research Institute,Bangalore/Bengaluru,Not disclosed,"Special Educator, Therapy, Education, Co - Ordination, Counselling, Teaching",https://www.naukri.com/job-listings-special-educator-care-add-study-st-john-s-research-institute-bangalore-bengaluru-0-to-4-years-211021500292?src=jobsearchDesk&sid=16470889952963187&xp=19&px=47
934,customer Care executive,Allsec Technologies Limited,Bangalore/Bengaluru,"1,50,000 - 2,00,000 PA.","BPO, voice, outbound, customer care, Domestic BPO, Voice Process",https://www.naukri.com/job-listings-customer-care-executive-allsec-technologies-limited-bangalore-bengaluru-0-to-1-years-210222002311?src=jobsearchDesk&sid=16470889952963187&xp=20&px=47
935,Amazon CS Hiring@ Hyderabad/Bangalore-Eng+ Malayalam/Tamil,Amazon,Remote,"50,000 - 3,00,000 PA.","Bpo Voice, customer service, ITES, BPO, voice, conflict resolution, tamil, web services",https://www.naukri.com/job-listings-amazon-cs-hiring-hyderabad-bangalore-eng-malayalam-tamil-amazon-development-centre-india-pvt-ltd-bangalore-bengaluru-0-to-4-years-190222003566?src=jobsearchDesk&sid=16470890140218256&xp=1&px=48
936,"Amazon is hiring For CSA, Voice (English & Kannada/Malayalam/Tamil)",Amazon,Bangalore/Bengaluru,"50,000 - 3,00,000 PA.","tamil, customer service, english, BPO, voice, csa, conflict resolution, Malayalam",https://www.naukri.com/job-listings-amazon-is-hiring-for-csa-voice-english-kannada-malayalam-tamil-amazon-development-centre-india-pvt-ltd-bangalore-bengaluru-0-to-5-years-170222005758?src=jobsearchDesk&sid=16470890140218256&xp=2&px=48
937,Inside Sales Specialist || B2C || Outbound Sales || Work from Office,Simplilearn,Bangalore/Bengaluru,"3,00,000 - 5,00,000 PA.","Customer Relationship, B2C, Outbound Sales, Relationship Management, Cold Calling, Inside Sales, Business Development",https://www.naukri.com/job-listings-inside-sales-specialist-b2c-outbound-sales-work-from-office-simplilearn-solutions-private-limited-bangalore-bengaluru-0-to-5-years-161121010045?src=jobsearchDesk&sid=16470890140218256&xp=3&px=48
938,Executive.Customer Care.Aster,Aster Medcity,Bangalore/Bengaluru,Not disclosed,"Pathology, Customer Care Executive, Pharmacy, Health care services, Healthcare, NABH",https://www.naukri.com/job-listings-executive-customer-care-aster-aster-medcity-bangalore-bengaluru-0-to-3-years-160721501532?src=jobsearchDesk&sid=16470890140218256&xp=4&px=48
939,Amazon Hiring CS For Bangalore-Malayalam/Kannada/Tamil with English,Amazon,Remote,"50,000 - 2,50,000 PA.","BPO, customer service, voice, tamil, english, kannada",https://www.naukri.com/job-listings-amazon-hiring-cs-for-bangalore-malayalam-kannada-tamil-with-english-amazon-development-centre-india-pvt-ltd-bangalore-bengaluru-0-to-4-years-160222002306?src=jobsearchDesk&sid=16470890140218256&xp=5&px=48
940,Customer Service Associate,THE CAREER NEXT,Gurgaon/Gurugram,"50,000 - 3,00,000 PA.","BPO, customer service, Customer Relationship, Customer Support, Sales, Telecalling, Domestic BPO, Call Center",https://www.naukri.com/job-listings-customer-service-associate-the-career-next-gurgaon-gurugram-0-to-4-years-120322003522?src=jobsearchDesk&sid=16470890140218256&xp=6&px=48
941,Fresher/ Experienced Hiring For International Voice,Tech Mahindra Business Services,Pune,"2,50,000 - 3,75,000 PA.","BPO, voice, back office, fresher, bpo fresher, chat, Voice Process, Night Shift",https://www.naukri.com/job-listings-fresher-experienced-hiring-for-international-voice-tech-mahindra-business-services-limited-pune-0-to-0-years-120322002493?src=jobsearchDesk&sid=16470890140218256&xp=7&px=48
942,Walk in Drive - Trainee Credit Officer / Credit Officer- Micro Banking,Utkarsh Small Finance Bank,"Saharanpur, Roorkee, Yamunanagar","1,50,000 - 2,50,000 PA.","field collection, collection group loan, Sales, group loan, NBFC, banking",https://www.naukri.com/job-listings-walk-in-drive-trainee-credit-officer-credit-officer-micro-banking-utkarsh-small-finance-bank-limited-saharanpur-roorkee-yamunanagar-0-to-3-years-110322004577?src=jobsearchDesk&sid=16470890140218256&xp=8&px=48
943,Walk in Drive - Sales Executive - Liabilities (Freshers / Exp),Utkarsh Small Finance Bank,"Faridabad, Gurgaon/Gurugram, Delhi / NCR","2,00,000 - 3,00,000 PA.","Sales, CASA, Finance, Liabilities, Insurance, Banking, Fresher, FD",https://www.naukri.com/job-listings-walk-in-drive-sales-executive-liabilities-freshers-exp-utkarsh-small-finance-bank-limited-faridabad-gurgaon-gurugram-delhi-ncr-0-to-3-years-110322004393?src=jobsearchDesk&sid=16470890140218256&xp=9&px=48
944,"Walk-Ins at Podar International School, Amravati, Bhandara",Podar Education Network Pvt Ltd,"Bhandara, Amravati","2,00,000 - 4,50,000 PA.",B.Ed.,https://www.naukri.com/job-listings-walk-ins-at-podar-international-school-amravati-bhandara-podar-education-network-pvt-ltd-bhandara-amravati-0-to-5-years-110322002717?src=jobsearchDesk&sid=16470890140218256&xp=10&px=48
945,Walk-in For interview on 12th March at Mysore For Data Support,Infosys BPM,Mysore/Mysuru,Not disclosed,"Back Office, Data, Data support",https://www.naukri.com/job-listings-walk-in-for-interview-on-12th-march-at-mysore-for-data-support-infosys-bpm-limited-mysore-mysuru-0-to-2-years-110322002575?src=jobsearchDesk&sid=16470890140218256&xp=11&px=48
946,"Walk-Ins at Podar International School, Akola, Nagpur, Yavatmal",Podar Education Network Pvt Ltd,"Nagpur, Akola, Yavatmal","2,00,000 - 4,50,000 PA.",B.Ed.,https://www.naukri.com/job-listings-walk-ins-at-podar-international-school-akola-nagpur-yavatmal-podar-education-network-pvt-ltd-nagpur-akola-yavatmal-0-to-5-years-110322002565?src=jobsearchDesk&sid=16470890140218256&xp=12&px=48
947,Bulk hiring For Chat Process / Day Shift / GGN,IENERGIZER IT SERVICES PRIVATE LIMITED,Gurgaon/Gurugram,Not disclosed,"BPO, customer service, Blended Process, fresher, Semi Voice, Domestic BPO, Good Comm Skills, Chat Support",https://www.naukri.com/job-listings-bulk-hiring-for-chat-process-day-shift-ggn-ienergizer-it-services-private-limited-gurgaon-gurugram-0-to-3-years-100322004247?src=jobsearchDesk&sid=16470890140218256&xp=13&px=48
948,SPOT Offer International BPO Voice Process -Salary -18K-55K,Intellecta Consultants,"Pune, Chennai, Mumbai (All Areas)","2,00,000 - 6,50,000 PA.","BPO, voice, Inbound Process, Customer Service, International Call Center, US Shift, Webchat, Voice Process",https://www.naukri.com/job-listings-spot-offer-international-bpo-voice-process-salary-18k-55k-intellecta-consultants-pune-chennai-mumbai-all-areas-0-to-5-years-100122003066?src=jobsearchDesk&sid=16470890140218256&xp=14&px=48
949,Mphasis Hiring For International Voice. Process Pune Immediate joining,Mphasis,Pune,"1,00,000 - 3,50,000 PA.","BPO, voice, inbound, international voice process",https://www.naukri.com/job-listings-mphasis-hiring-for-international-voice-process-pune-immediate-joining-mphasis-limited-pune-0-to-1-years-090322001496?src=jobsearchDesk&sid=16470890140218256&xp=15&px=48
950,"Hiring For Domestic Voice Process, Only For Male Candidates",Teleperformance,Kolkata(Salt Lake),"1,25,000 - 2,00,000 PA.","BPO, inbound, Customer Relationship, Customer Support, spoken english, customer satisfaction, domestic voice process, calling",https://www.naukri.com/job-listings-hiring-for-domestic-voice-process-only-for-male-candidates-teleperformance-global-services-pvt-ltd-kolkata-0-to-2-years-080322009580?src=jobsearchDesk&sid=16470890140218256&xp=16&px=48
951,Excellent Openings For Freshers Non Voice @Global Vellore!!!,Global Healthcare Billing Partners Pvt. Ltd,Vellore,"1,00,000 - 1,50,000 PA.","Non Voice Process, us healthcare, global hr, non voice, training, rcm, communication skills",https://www.naukri.com/job-listings-excellent-openings-for-freshers-non-voice-global-vellore-global-healthcare-billing-partners-pvt-ltd-vellore-0-to-1-years-080322003149?src=jobsearchDesk&sid=16470890140218256&xp=17&px=48
952,Customer Service Executive/ Telecalling Executive,Wiingy Private Limited,Bangalore/Bengaluru(HSR Layout),"2,25,000 - 2,50,000 PA.","BPO, Customer Support, spoken english, telecalling, outbound calling",https://www.naukri.com/job-listings-customer-service-executive-telecalling-executive-wiingy-private-limited-bangalore-bengaluru-0-to-2-years-070322005793?src=jobsearchDesk&sid=16470890140218256&xp=18&px=48
953,Mega Walk-in For Freshers in customer Process / Ref-HR Pooja,iEnergizer,"Noida, Ghaziabad, New Delhi","50,000 - 3,00,000 PA.","BPO, customer service, Banking Process, Incentives, Life Insurance, Calling, Inbound, Credit Cards",https://www.naukri.com/job-listings-mega-walk-in-for-freshers-in-customer-process-ref-hr-pooja-ienergizer-a-unit-of-granada-services-pri-ltd-noida-ghaziabad-new-delhi-0-to-5-years-070322003490?src=jobsearchDesk&sid=16470890140218256&xp=19&px=48
